3,100,oa,0,0.9032713047728471,1.000472481314209,0.8439280463538523,0.934294243623668,43.53
3,100,oa,5,0.7234589537200381,0.9999424886758483,0.8442780203469105,0.8147530357318434,48.77
3,100,oa,10,0.6393052829647604,1.0000045683706742,0.8430256736655913,0.7521204278908449,59.74
3,100,oa,15,0.6115126996834797,1.000008300164613,0.8430155040479069,0.7338979171472979,70.88
3,100,oa,20,0.6227048413101199,0.9999963871494404,0.8429363399346407,0.7205498632046963,69.27
3,500,oa,0,0.9222877303203764,0.9999547785274255,0.8418434609232118,0.9127439501504699,120.23
3,500,oa,5,0.6258587966571745,1.0000125519794985,0.8437474186939443,0.7175064727377567,160.9
3,500,oa,10,0.6498704531806747,0.9999947001628543,0.842677199689971,0.6902865659565088,188.01
3,500,oa,15,0.6439072270966265,1.0000256862696886,0.8429160359360705,0.6681569956457386,214.97
3,500,oa,20,0.6318601064965541,0.9999806618614742,0.8417466807637115,0.6574516805655826,235.32
3,1000,oa,0,0.9355145827908505,0.9998222026214302,0.8431908022526834,0.9014943899323902,200.4
3,1000,oa,5,0.6201230942629814,1.000017831158402,0.8439567511709408,0.6716393421931798,321.51
3,1000,oa,10,0.6371439712402782,1.0000039586907257,0.8421042172185617,0.6522501627507037,359.07
3,1000,oa,15,0.6529426495779741,1.0000082175899367,0.843239653578417,0.637247563817198,397.93
3,1000,oa,20,0.6623421081765264,1.0000110088296084,0.8421924354525387,0.6273801954572922,428.98
3,5000,oa,0,0.9487883078482072,1.0001208209888848,0.8401221962302118,0.8855325399690838,461.76
3,5000,oa,5,0.6340316694897674,1.000009132111608,0.839658438891738,0.6535068425269891,697.91
3,5000,oa,10,0.6598396182121007,0.9999971524329483,0.8407935491835792,0.628750248734327,841.87
3,5000,oa,15,0.6759783161008031,0.9999821830832978,0.8410563339571925,0.6138584342069094,960.41
3,5000,oa,20,0.6861817841149914,0.9999896781161418,0.8398782892357723,0.6038876513750876,1053.36
3,10000,oa,0,0.9517333574152137,1.0000266082197435,0.8409456016809697,0.8835222385050696,674.97
3,10000,oa,5,0.6749953414454997,0.9999871406447108,0.8393339431201825,0.613496319123159,1267.6
3,10000,oa,10,0.6871048892344852,0.9999915774530698,0.8381833661906732,0.6018670518765985,1450.43
3,10000,oa,15,0.6969002710419006,0.9999917841102786,0.83994625455006,0.5946437982581785,1596.64
3,10000,oa,20,0.7051171942034543,0.999998618163034,0.8417018522579593,0.588928195841304,1754.66
3,100,ia,0,0.9040222290079659,0.999968471216648,0.844799675490109,0.9344428690261374,39.79
3,100,ia,5,0.608061151148391,1.0001377456702818,0.8564365432100335,0.8845583338765367,49.75
3,100,ia,10,0.5744548644552618,0.9998831856778243,0.872587041763926,0.8794228121202882,61.5
3,100,ia,15,0.5840006472298266,0.9999127696358427,0.8812495221032731,0.8736452897530471,67.05
3,100,ia,20,0.47377426074911244,0.9999424660007382,0.879209196458209,0.8441051145268752,73.02
3,500,ia,0,0.9244963432533297,1.000449624089999,0.8427289790373941,0.9123605378073556,118.35
3,500,ia,5,0.44504215721855905,1.000010794627577,0.8804057232349238,0.8194549398470979,166.32
3,500,ia,10,0.38798585869608615,1.0000312177638961,0.8823456784644648,0.7820918452655886,206.48
3,500,ia,15,0.3381346229911217,0.9999834170385001,0.884739622842676,0.7573362985309348,247.33
3,500,ia,20,0.30896920472244177,1.0000259912349747,0.8843599106171766,0.7314188868182973,286.2
3,1000,ia,0,0.935235939141241,1.0000862293566182,0.8442109501175417,0.9025617703803702,200.68
3,1000,ia,5,0.3079601858481033,1.0000113459835476,0.8864925643970533,0.7355408567200681,380.5
3,1000,ia,10,0.3091406079251241,0.9999822377611567,0.8872529462152053,0.7109088425210587,437.33
3,1000,ia,15,0.3127260694522515,0.9999649738069888,0.8917917044595416,0.6951662440943671,508.82
3,1000,ia,20,0.31023968691967474,1.0000018662869083,0.8916647587633956,0.6850756469618129,565.94
3,5000,ia,0,0.9489207785814098,1.0001908960786907,0.8408074691435528,0.8858844990892635,463.35
3,5000,ia,5,0.30619472263599534,1.0000366076703837,0.8919709420276668,0.6943874262381791,830.31
3,5000,ia,10,0.2927552029705492,1.0000072239534643,0.8925293622685395,0.6634273861341506,1063.55
3,5000,ia,15,0.2791261330687746,1.0000120198206104,0.8939243582123839,0.6414868173250192,1290.23
